UserName,Tweet,TimeDateStamp,Location,preprocessed_Tweet,tokenized_Tweet
deb_lawrence,RT @MyPaycare: For those that are feeling a little lonely at the moment... thanks for sharing @mentalhealth 💚🧠 #mentalhealthandwellbeing ht…,2020-06-09 10:32:09,Dudley,@mypaycare: feeling little lonely moment... thanks sharing @mentalhealth 💚🧠 #mentalhealthandwellbeing ht…,"['mypaycare', 'feeling', 'little', 'lonely', 'moment', 'thanks', 'sharing', 'mentalhealth', 'mentalhealthandwellbeing', 'ht']"
AllWalesSport,RT @whitchurchwrfc: @RugbyCapitals @KiraPhilpott @LadiesLNRFC @mentalhealth A great read. Think all clubs could take something from this!,2020-06-09 10:23:40,,@whitchurchwrfc: @rugbycapitals @kiraphilpott @ladieslnrfc @mentalhealth great read. think clubs could take something this!,"['whitchurchwrfc', 'rugbycapitals', 'kiraphilpott', 'ladieslnrfc', 'mentalhealth', 'great', 'read', 'think', 'clubs', 'could', 'take', 'something', 'this']"
MyPaycare,For those that are feeling a little lonely at the moment... thanks for sharing @mentalhealth 💚🧠 #mentalhealthandwellbeing https://t.co/gyYMmlwBcq,2020-06-09 10:08:30,"Wolverhampton, England",feeling little lonely moment... thanks sharing @mentalhealth 💚🧠 #mentalhealthandwellbeing,"['feeling', 'little', 'lonely', 'moment', 'thanks', 'sharing', 'mentalhealth', 'mentalhealthandwellbeing']"
KiraPhilpott,@whitchurchwrfc @RugbyCapitals @LadiesLNRFC @mentalhealth Thanks very much😊,2020-06-09 10:06:04,,@whitchurchwrfc @rugbycapitals @ladieslnrfc @mentalhealth thanks much😊,"['whitchurchwrfc', 'rugbycapitals', 'ladieslnrfc', 'mentalhealth', 'thanks', 'much']"
han90xx,RT @RugbyCapitals: What a great article by @KiraPhilpott from our @LadiesLNRFC. Thought of day ‘check on our friends’. #BeKind @mentalhealt…,2020-06-09 09:51:46,cardiff,@rugbycapitals: great article @kiraphilpott @ladieslnrfc. thought day ‘check friends’. #bekind @mentalhealt…,"['rugbycapitals', 'great', 'article', 'kiraphilpott', 'ladieslnrfc', 'thought', 'day', 'check', 'friends', 'bekind', 'mentalhealt']"
PaulDuxbury,@HearingDogs @tinytickers @TimetoChange @mentalhealth @DogsTrust @AutismAwareUK @WhizzKidz @chesterzoo @HeelToeCharity @BipolarUK @HumansMCR @BarnOwlCentre @Childrens_Trust That's good to hear and yes I can imagine they are - bless them! 😀🐶,2020-06-09 09:51:43,Cheshire UK,@hearingdogs @tinytickers @timetochange @mentalhealth @dogstrust @autismawareuk @whizzkidz @chesterzoo @heeltoecharity @bipolaruk @humansmcr @barnowlcentre @childrens_trust that's good hear yes imagine - bless them! 😀🐶,"['hearingdogs', 'tinytickers', 'timetochange', 'mentalhealth', 'dogstrust', 'autismawareuk', 'whizzkidz', 'chesterzoo', 'heeltoecharity', 'bipolaruk', 'humansmcr', 'barnowlcentre', 'childrens_trust', ""that's"", 'good', 'hear', 'yes', 'imagine', 'bless', 'them']"
whitchurchwrfc,@RugbyCapitals @KiraPhilpott @LadiesLNRFC @mentalhealth A great read. Think all clubs could take something from this!,2020-06-09 09:45:42,"Cardiff, Wales",@rugbycapitals @kiraphilpott @ladieslnrfc @mentalhealth great read. think clubs could take something this!,"['rugbycapitals', 'kiraphilpott', 'ladieslnrfc', 'mentalhealth', 'great', 'read', 'think', 'clubs', 'could', 'take', 'something', 'this']"
ManInMortlake,"I've been 'bowled over' by the generous response of all who very kindly donated. 
Yesterday I crunched out 22,965 steps (17.85km) and I might try to do it again today!
Full stats for the past four weeks tomorrow.
Oh, &amp; thanks for the birthday wishes.
@mentalhealth
#mentalhealth",2020-06-09 09:38:52,LB Richmond upon Thames,"i've 'bowled over' generous response kindly donated. yesterday crunched 22,965 steps (17.85km) might try today! full stats past four weeks tomorrow. oh, thanks birthday wishes. @mentalhealth #mentalhealth","['ve', 'bowled', ""over'"", 'generous', 'response', 'kindly', 'donated', 'yesterday', 'crunched', 'steps', 'km', 'might', 'try', 'today', 'full', 'stats', 'past', 'four', 'weeks', 'tomorrow', 'oh', 'thanks', 'birthday', 'wishes', 'mentalhealth', 'mentalhealth']"
ManInMortlake,"So this is it! 
The last day of my fundraiser for @mentalhealth (officially), but I'll leave the page open for a few more days, as there might just be some late donations.
#MentalHealthAwareness",2020-06-09 09:38:52,LB Richmond upon Thames,"it! last day fundraiser @mentalhealth (officially), i'll leave page open days, might late donations. #mentalhealthawareness","['it', 'last', 'day', 'fundraiser', 'mentalhealth', 'officially', 'll', 'leave', 'page', 'open', 'days', 'might', 'late', 'donations', 'mentalhealthawareness']"
HearingDogs,"@PaulDuxbury @tinytickers @TimetoChange @mentalhealth @DogsTrust @AutismAwareUK @WhizzKidz @chesterzoo @HeelToeCharity @BipolarUK @HumansMCR @BarnOwlCentre @Childrens_Trust All is good with us thank you, the dogs are definitely making the whole experience a lot easier 😃",2020-06-09 09:36:33,UK,"@paulduxbury @tinytickers @timetochange @mentalhealth @dogstrust @autismawareuk @whizzkidz @chesterzoo @heeltoecharity @bipolaruk @humansmcr @barnowlcentre @childrens_trust good us thank you, dogs definitely making whole experience lot easier 😃","['paulduxbury', 'tinytickers', 'timetochange', 'mentalhealth', 'dogstrust', 'autismawareuk', 'whizzkidz', 'chesterzoo', 'heeltoecharity', 'bipolaruk', 'humansmcr', 'barnowlcentre', 'childrens_trust', 'good', 'us', 'thank', 'you', 'dogs', 'definitely', 'making', 'whole', 'experience', 'lot', 'easier']"
KiraPhilpott,@DarrenT87369147 @Laurada02036191 @mentalhealth @ctmmind @MindCharity Thanks a lot Darren 😊 it would be great to have a chat!,2020-06-09 09:25:44,,@darrent87369147 @laurada02036191 @mentalhealth @ctmmind @mindcharity thanks lot darren 😊 would great chat!,"['darrent87369147', 'laurada02036191', 'mentalhealth', 'ctmmind', 'mindcharity', 'thanks', 'lot', 'darren', 'would', 'great', 'chat']"
KiraPhilpott,"@Laurada02036191 @DarrenT87369147 @mentalhealth Very kind of you Laura, thank you 😊x",2020-06-09 09:24:52,,"@laurada02036191 @darrent87369147 @mentalhealth kind laura, thank 😊x","['laurada02036191', 'darrent87369147', 'mentalhealth', 'kind', 'laura', 'thank']"
DarrenT87369147,"@Laurada02036191 @KiraPhilpott @mentalhealth Amazing article Kira, it’s so important that you’re experiences of mental health are out there for others to relate to.
Keep up the good work, would be good to have a chat sometime @ctmmind @MindCharity",2020-06-09 09:23:00,"Aberdare, Wales","@laurada02036191 @kiraphilpott @mentalhealth amazing article kira, it’s important you’re experiences mental health others relate to. keep good work, would good chat sometime @ctmmind @mindcharity","['laurada02036191', 'kiraphilpott', 'mentalhealth', 'amazing', 'article', 'kira', 'it', 'important', 'you', 're', 'experiences', 'mental', 'health', 'others', 'relate', 'to', 'keep', 'good', 'work', 'would', 'good', 'chat', 'sometime', 'ctmmind', 'mindcharity']"
PaulDuxbury,@HearingDogs @tinytickers @TimetoChange @mentalhealth @DogsTrust @AutismAwareUK @WhizzKidz @chesterzoo @HeelToeCharity @BipolarUK @HumansMCR @BarnOwlCentre @Childrens_Trust You are more than welcome and all good here thanks and hope it is with you all too 🐶🤗,2020-06-09 09:19:16,Cheshire UK,@hearingdogs @tinytickers @timetochange @mentalhealth @dogstrust @autismawareuk @whizzkidz @chesterzoo @heeltoecharity @bipolaruk @humansmcr @barnowlcentre @childrens_trust welcome good thanks hope 🐶🤗,"['hearingdogs', 'tinytickers', 'timetochange', 'mentalhealth', 'dogstrust', 'autismawareuk', 'whizzkidz', 'chesterzoo', 'heeltoecharity', 'bipolaruk', 'humansmcr', 'barnowlcentre', 'childrens_trust', 'welcome', 'good', 'thanks', 'hope']"
lizyeld,RT @Elsie2127: @VictimsComm @mentalhealth Imagine how it feels to be Falsely accused of a crime &amp;police just believed accuser &amp;didn’t bothe…,2020-06-09 09:18:58,"South West, England",@elsie2127: @victimscomm @mentalhealth imagine feels falsely accused crime &amp;police believed accuser &amp;didn’t bothe…,"['elsie2127', 'victimscomm', 'mentalhealth', 'imagine', 'feels', 'falsely', 'accused', 'crime', 'amp', 'police', 'believed', 'accuser', 'amp', 'didn', 'bothe']"
Laurada02036191,"Brilliant article by my lovely friend @KiraPhilpott. Keep up the good work 😍 @DarrenT87369147 @mentalhealth 
https://t.co/XYYTjzJsdV",2020-06-09 09:15:17,,brilliant article lovely friend @kiraphilpott. keep good work 😍 @darrent87369147 @mentalhealth,"['brilliant', 'article', 'lovely', 'friend', 'kiraphilpott', 'keep', 'good', 'work', 'darrent87369147', 'mentalhealth']"
HearingDogs,"@PaulDuxbury @tinytickers @TimetoChange @mentalhealth @DogsTrust @AutismAwareUK @WhizzKidz @chesterzoo @HeelToeCharity @BipolarUK @HumansMCR @BarnOwlCentre @Childrens_Trust Thanks a lot Paul, we hope you're keeping safe and well 😃🐶",2020-06-09 09:12:27,UK,"@paulduxbury @tinytickers @timetochange @mentalhealth @dogstrust @autismawareuk @whizzkidz @chesterzoo @heeltoecharity @bipolaruk @humansmcr @barnowlcentre @childrens_trust thanks lot paul, hope keeping safe well 😃🐶","['paulduxbury', 'tinytickers', 'timetochange', 'mentalhealth', 'dogstrust', 'autismawareuk', 'whizzkidz', 'chesterzoo', 'heeltoecharity', 'bipolaruk', 'humansmcr', 'barnowlcentre', 'childrens_trust', 'thanks', 'lot', 'paul', 'hope', 'keeping', 'safe', 'well']"
KiraPhilpott,@RugbyCapitals @LadiesLNRFC @mentalhealth Thanks a lot guys💗,2020-06-09 09:06:58,,@rugbycapitals @ladieslnrfc @mentalhealth thanks lot guys💗,"['rugbycapitals', 'ladieslnrfc', 'mentalhealth', 'thanks', 'lot', 'guys']"
RugbyCapitals,"What a great article by @KiraPhilpott from our @LadiesLNRFC. Thought of day ‘check on our friends’. #BeKind @mentalhealth 
https://t.co/sNYo5Vi92r",2020-06-09 08:54:31,"Llandaff North RFC, Cardiff ",great article @kiraphilpott @ladieslnrfc. thought day ‘check friends’. #bekind @mentalhealth,"['great', 'article', 'kiraphilpott', 'ladieslnrfc', 'thought', 'day', 'check', 'friends', 'bekind', 'mentalhealth']"
nhsleeds,"In Leeds, there’s support available to children and young people who may be in a crisis or need urgent help:
https://t.co/fOEJiaVZvu

#NHSHereForYou

@MHFAEngland @mentalhealth @MHealthyLEEDS @CYPMentalHealth https://t.co/7IYhjVKl3h",2020-06-09 08:50:01,"Leeds,UK","leeds, there’s support available children young people may crisis need urgent help: #nhshereforyou @mhfaengland @mentalhealth @mhealthyleeds @cypmentalhealth","['leeds', 'there', 'support', 'available', 'children', 'young', 'people', 'may', 'crisis', 'need', 'urgent', 'help', 'nhshereforyou', 'mhfaengland', 'mentalhealth', 'mhealthyleeds', 'cypmentalhealth']"
GetYourMobiSite,"Are you working from home? 🏠👩🏼‍💻

Here are some great tips from the @mentalhealth foundation on looking after your mental health whilst working from home.

#mentalhealthmatters #mentalhealth #mentalhealthawareness #WorkFromHome 

https://t.co/QFP39FuNBK https://t.co/d0RnLWuBni",2020-06-09 08:46:46,lancaster,working home? 🏠👩🏼‍💻 great tips @mentalhealth foundation looking mental health whilst working home. #mentalhealthmatters #mentalhealth #mentalhealthawareness #workfromhome,"['working', 'home', 'great', 'tips', 'mentalhealth', 'foundation', 'looking', 'mental', 'health', 'whilst', 'working', 'home', 'mentalhealthmatters', 'mentalhealth', 'mentalhealthawareness', 'workfromhome']"
B1GFoundation,It's a year ago that our 1st group of corporate volunteers touched down in Kenya. It's often only with hindsight we appreciate the impact volunteering has on us as teams &amp; individuals. This @mentalhealth booklet explains it brilliantly. #empathyday2020  #ChangingLives https://t.co/uINPyyRTn5,2020-06-09 08:46:33,"London, England",year ago 1st group corporate volunteers touched kenya. often hindsight appreciate impact volunteering us teams individuals. @mentalhealth booklet explains brilliantly. #empathyday2020 #changinglives,"['year', 'ago', 'st', 'group', 'corporate', 'volunteers', 'touched', 'kenya', 'often', 'hindsight', 'appreciate', 'impact', 'volunteering', 'us', 'teams', 'individuals', 'mentalhealth', 'booklet', 'explains', 'brilliantly', 'empathyday2020', 'changinglives']"
IamRachEx,"RT @mentalhealth: Our working lives have been changing for a while now - Hands up who's WFH?🙋

Coronavirus has led to a massive change, mor…",2020-06-09 08:44:10,Devon,"@mentalhealth: working lives changing - hands who's wfh?🙋 coronavirus led massive change, mor…","['mentalhealth', 'working', 'lives', 'changing', 'hands', ""who's"", 'wfh', 'coronavirus', 'led', 'massive', 'change', 'mor']"
artfoxbookwolf,@mentalhealth Can I please join that world too🤩,2020-06-09 07:37:38,Switzerland,@mentalhealth please join world too🤩,"['mentalhealth', 'please', 'join', 'world', 'too']"
N_landCouncil,"RT @NHSNlandCCG: 💭😟🧠 If you're struggling with your #mentalhealth right now, there's help out there.

Find out where to get support in Nort…",2020-06-09 07:10:37,"Northumberland, UK","@nhsnlandccg: 💭😟🧠 struggling #mentalhealth right now, there's help there. find get support nort…","['nhsnlandccg', 'struggling', 'mentalhealth', 'right', 'now', ""there's"", 'help', 'there', 'find', 'get', 'support', 'nort']"
thetabbycatlady,@ManInMortlake @XanderArmstrong @ClassicFM @mentalhealth Happy Birthday Cranners X,2020-06-09 06:51:08,France ,@maninmortlake @xanderarmstrong @classicfm @mentalhealth happy birthday cranners x,"['maninmortlake', 'xanderarmstrong', 'classicfm', 'mentalhealth', 'happy', 'birthday', 'cranners']"
ManInMortlake,@mikelovestweets @XanderArmstrong @ClassicFM @mentalhealth Thank you Mike,2020-06-09 06:47:21,LB Richmond upon Thames,@mikelovestweets @xanderarmstrong @classicfm @mentalhealth thank mike,"['mikelovestweets', 'xanderarmstrong', 'classicfm', 'mentalhealth', 'thank', 'mike']"
keshavoncopsych,"#Mental #illnesses are real, we need to talk about it. Those who make fun of it, need our help. They’re #Unaware  @NIMHgov @rupikaur_ @TrainingMindful @mentalhealth @mentalhealthis9 @breeze_today #TogtherWeCan #EndTheStigma #EveryLifeMatters @SamManickam https://t.co/XY7rWUoL3z",2020-06-09 06:43:52,"Delhi NCR, UT of J&K India","#mental #illnesses real, need talk it. make fun it, need help. they’re #unaware @nimhgov @rupikaur_ @trainingmindful @mentalhealth @mentalhealthis9 @breeze_today #togtherwecan #endthestigma #everylifematters @sammanickam","['mental', 'illnesses', 'real', 'need', 'talk', 'it', 'make', 'fun', 'it', 'need', 'help', 'they', 're', 'unaware', 'nimhgov', 'rupikaur_', 'trainingmindful', 'mentalhealth', 'mentalhealthis9', 'breeze_today', 'togtherwecan', 'endthestigma', 'everylifematters', 'sammanickam']"
PaulDuxbury,"More causes needing your support this #CharityTuesday are @tinytickers @TimetoChange @mentalhealth @DogsTrust @HearingDogs @AutismAwareUK @WhizzKidz @chesterzoo  @HeelToeCharity @BipolarUK @HumansMCR @BarnOwlCentre and @Childrens_Trust

Do give them a follow and your support 👍",2020-06-09 06:06:38,Cheshire UK,causes needing support #charitytuesday @tinytickers @timetochange @mentalhealth @dogstrust @hearingdogs @autismawareuk @whizzkidz @chesterzoo @heeltoecharity @bipolaruk @humansmcr @barnowlcentre @childrens_trust give follow support 👍,"['causes', 'needing', 'support', 'charitytuesday', 'tinytickers', 'timetochange', 'mentalhealth', 'dogstrust', 'hearingdogs', 'autismawareuk', 'whizzkidz', 'chesterzoo', 'heeltoecharity', 'bipolaruk', 'humansmcr', 'barnowlcentre', 'childrens_trust', 'give', 'follow', 'support']"
ManInMortlake,"I wonder if I can persuade @XanderArmstrong on @ClassicFM to play the Prelude to The Birds by Respighi for my birthday today (9/6), as it will be the 1st birthday in 61 years I'll have been alone!
I've spent the past 28 days walking 10k+ steps to raise money for @mentalhealth https://t.co/xz0RKXNASF",2020-06-09 02:44:19,LB Richmond upon Thames,"wonder persuade @xanderarmstrong @classicfm play prelude birds respighi birthday today (9/6), 1st birthday 61 years i'll alone! i've spent past 28 days walking 10k+ steps raise money @mentalhealth","['wonder', 'persuade', 'xanderarmstrong', 'classicfm', 'play', 'prelude', 'birds', 'respighi', 'birthday', 'today', 'st', 'birthday', 'years', 'll', 'alone', 've', 'spent', 'past', 'days', 'walking', 'steps', 'raise', 'money', 'mentalhealth']"
SteveGjesdal,"@CMattocks1 @Diabetes, @Cancer, @Mentalhealth; ALL very important!!",2020-06-09 02:35:32,,"@cmattocks1 @diabetes, @cancer, @mentalhealth; important!!","['cmattocks1', 'diabetes', 'cancer', 'mentalhealth', 'important']"
willsimpkins,@MikeNiyo @DenverHealthMed @MHCD_News @mentalhealth Outstanding!,2020-06-09 00:21:54,"Denver, CO",@mikeniyo @denverhealthmed @mhcd_news @mentalhealth outstanding!,"['mikeniyo', 'denverhealthmed', 'mhcd_news', 'mentalhealth', 'outstanding']"
drweswilliams,RT @MikeNiyo: Denver's STAR program removes police from low-level 911 calls and instead dispatches an unassuming van manned by @DenverHealt…,2020-06-09 00:15:16,"Denver, CO",@mikeniyo: denver's star program removes police low-level 911 calls instead dispatches unassuming van manned @denverhealt…,"['mikeniyo', ""denver's"", 'star', 'program', 'removes', 'police', 'low', 'level', 'calls', 'instead', 'dispatches', 'unassuming', 'van', 'manned', 'denverhealt']"
MikeNiyo,"Denver's STAR program removes police from low-level 911 calls and instead dispatches an unassuming van manned by @DenverHealthMed and @MHCD_News to help with #substanceabuse, @mentalhealth crises or connect people to services. https://t.co/TnipLHMU8i",2020-06-09 00:11:13,"Denver, CO","denver's star program removes police low-level 911 calls instead dispatches unassuming van manned @denverhealthmed @mhcd_news help #substanceabuse, @mentalhealth crises connect people services.","[""denver's"", 'star', 'program', 'removes', 'police', 'low', 'level', 'calls', 'instead', 'dispatches', 'unassuming', 'van', 'manned', 'denverhealthmed', 'mhcd_news', 'help', 'substanceabuse', 'mentalhealth', 'crises', 'connect', 'people', 'services']"
BrendanMeehan19,Just flipped open a book and this presented itself to me. @mentalhealth @SchoolReformInc @Peaceforce https://t.co/69SbZUPG7M,2020-06-08 23:53:41,,flipped open book presented me. @mentalhealth @schoolreforminc @peaceforce,"['flipped', 'open', 'book', 'presented', 'me', 'mentalhealth', 'schoolreforminc', 'peaceforce']"
JudyCovington9,"@Missygymns @LAFitness @LAfitnessUK_HQ @ChelseaMarder @mentalhealth @Tampa @pasco @Florida ""An early-morning walk is a blessing for the whole day.""
~ Henry David Thoreau https://t.co/txxZvq1WGu",2020-06-08 23:28:34,,"@missygymns @lafitness @lafitnessuk_hq @chelseamarder @mentalhealth @tampa @pasco @florida ""an early-morning walk blessing whole day."" ~ henry david thoreau","['missygymns', 'lafitness', 'lafitnessuk_hq', 'chelseamarder', 'mentalhealth', 'tampa', 'pasco', 'florida', 'an', 'early', 'morning', 'walk', 'blessing', 'whole', 'day', 'henry', 'david', 'thoreau']"
Missygymns,Thirty-five minute run on the treadmill done! Thank you Elton and Funeral for a Friend LLB for getting me through this run! @JudyCovington9 @LAFitness @LAfitnessUK_HQ @ChelseaMarder @mentalhealth @tampa @pasco @Florida https://t.co/z4ZYTSrs5v,2020-06-08 23:23:22,,thirty-five minute run treadmill done! thank elton funeral friend llb getting run! @judycovington9 @lafitness @lafitnessuk_hq @chelseamarder @mentalhealth @tampa @pasco @florida,"['thirty', 'five', 'minute', 'run', 'treadmill', 'done', 'thank', 'elton', 'funeral', 'friend', 'llb', 'getting', 'run', 'judycovington9', 'lafitness', 'lafitnessuk_hq', 'chelseamarder', 'mentalhealth', 'tampa', 'pasco', 'florida']"
diditheillest,@liothevinci @Niicholas___ @mentalhealth fuck y'all 😑,2020-06-08 23:09:47,Nigeria,@liothevinci @niicholas___ @mentalhealth fuck y'all 😑,"['liothevinci', 'niicholas___', 'mentalhealth', 'fuck', 'all']"
liothevinci,@Niicholas___ @diditheillest @mentalhealth And that's on T.,2020-06-08 23:05:04,bottom of the pile,@niicholas___ @diditheillest @mentalhealth that's t.,"['niicholas___', 'diditheillest', 'mentalhealth', ""that's""]"
Niicholas___,@diditheillest @liothevinci @mentalhealth As fine as a crackhead,2020-06-08 23:04:37,sekigahara,@diditheillest @liothevinci @mentalhealth fine crackhead,"['diditheillest', 'liothevinci', 'mentalhealth', 'fine', 'crackhead']"
diditheillest,"@liothevinci @Niicholas___ @mentalhealth meeeeeeeeeee? ""I turned out fine"" plz",2020-06-08 23:03:43,Nigeria,"@liothevinci @niicholas___ @mentalhealth meeeeeeeeeee? ""i turned fine"" plz","['liothevinci', 'niicholas___', 'mentalhealth', 'meeeeeeeeeee', 'turned', 'fine', 'plz']"
liothevinci,@diditheillest @Niicholas___ @mentalhealth (you must be deluded cause I didn't see you include yourself; obvs you need help),2020-06-08 23:02:39,bottom of the pile,@diditheillest @niicholas___ @mentalhealth (you must deluded cause see include yourself; obvs need help),"['diditheillest', 'niicholas___', 'mentalhealth', 'you', 'must', 'deluded', 'cause', 'see', 'include', 'yourself', 'obvs', 'need', 'help']"
TheatreQA,"RT @Conor23_: Just catching up with @Hollyoaks wow great acting from @adamrickitt, @JesslaFox @ashoztd @sarahjaynedunn this storyline has b…",2020-06-08 22:27:49,,"@conor23_: catching @hollyoaks wow great acting @adamrickitt, @jesslafox @ashoztd @sarahjaynedunn storyline b…","['conor23_', 'catching', 'hollyoaks', 'wow', 'great', 'acting', 'adamrickitt', 'jesslafox', 'ashoztd', 'sarahjaynedunn', 'storyline']"
Conor23_,"Just catching up with @Hollyoaks wow great acting from @adamrickitt, @JesslaFox @ashoztd @sarahjaynedunn this storyline has been portrayed so well, remember it's okay to not be okay but people are here for you! #MensMentalHealth @mentalhealth #DontFilterFeelings https://t.co/UxTSw1zCSk",2020-06-08 22:24:19,England/Gran Canaria,"catching @hollyoaks wow great acting @adamrickitt, @jesslafox @ashoztd @sarahjaynedunn storyline portrayed well, remember okay okay people you! #mensmentalhealth @mentalhealth #dontfilterfeelings","['catching', 'hollyoaks', 'wow', 'great', 'acting', 'adamrickitt', 'jesslafox', 'ashoztd', 'sarahjaynedunn', 'storyline', 'portrayed', 'well', 'remember', 'okay', 'okay', 'people', 'you', 'mensmentalhealth', 'mentalhealth', 'dontfilterfeelings']"
BordersRecovery,"RT @mentalhealth: As part of the @first1001days Movement, we have written to @BorisJohnson this week to call for action to support babies a…",2020-06-08 22:24:06,"Galashiels, Scotland","@mentalhealth: part @first1001days movement, written @borisjohnson week call action support babies a…","['mentalhealth', 'part', 'first1001days', 'movement', 'written', 'borisjohnson', 'week', 'call', 'action', 'support', 'babies']"
LadyJay_28,"Mental health is such a broad subject, it's not given enough credit for how far the #mentalhealthcommunity has come.
🌵🌼🙏🏻🌼🌵
@mentalhealth @MentalHealthAm
#rt #stand #up",2020-06-08 21:35:42,"Tucson, AZ","mental health broad subject, given enough credit far #mentalhealthcommunity come. 🌵🌼🙏🏻🌼🌵 @mentalhealth @mentalhealtham #rt #stand #up","['mental', 'health', 'broad', 'subject', 'given', 'enough', 'credit', 'far', 'mentalhealthcommunity', 'come', 'mentalhealth', 'mentalhealtham', 'rt', 'stand', 'up']"
Ridwan_Adebosin,"RT @NectarInitiativ: relief, its makes you more beautiful, more handsome &amp;  more healthy.  @MentallyAwareNG @depressionnote @depressionnote…",2020-06-08 21:31:11,"Epe, Lagos","@nectarinitiativ: relief, makes beautiful, handsome healthy. @mentallyawareng @depressionnote @depressionnote…","['nectarinitiativ', 'relief', 'makes', 'beautiful', 'handsome', 'healthy', 'mentallyawareng', 'depressionnote', 'depressionnote']"
NectarInitiativ,"relief, its makes you more beautiful, more handsome &amp;  more healthy.  @MentallyAwareNG @depressionnote @depressionnote @UnitedGMH @mentalhealth @Rethink_ @MentalHealthAm @Ridwan_Adebosin @RescueHealthNG @PeaceFirstOrg",2020-06-08 21:27:23,"Lagos, Nigeria","relief, makes beautiful, handsome healthy. @mentallyawareng @depressionnote @depressionnote @unitedgmh @mentalhealth @rethink_ @mentalhealtham @ridwan_adebosin @rescuehealthng @peacefirstorg","['relief', 'makes', 'beautiful', 'handsome', 'healthy', 'mentallyawareng', 'depressionnote', 'depressionnote', 'unitedgmh', 'mentalhealth', 'rethink_', 'mentalhealtham', 'ridwan_adebosin', 'rescuehealthng', 'peacefirstorg']"
exploringUcoun,RT @JustTalk2019: Invest in your #health @BACP @UKCP_Updates @AyanayAccredit1 @ncs_media @BABCP @mentalhealth @Therapists_C https://t.co/uC…,2020-06-08 21:12:31,"England, United Kingdom",@justtalk2019: invest #health @bacp @ukcp_updates @ayanayaccredit1 @ncs_media @babcp @mentalhealth @therapists_c,"['justtalk2019', 'invest', 'health', 'bacp', 'ukcp_updates', 'ayanayaccredit1', 'ncs_media', 'babcp', 'mentalhealth', 'therapists_c']"
exploringUcoun,RT @JustTalk2019: Invest in your #health @BACP @UKCP_Updates @AyanayAccredit1 @ncs_media @BABCP @mentalhealth @Therapists_C https://t.co/Ph…,2020-06-08 21:12:26,"England, United Kingdom",@justtalk2019: invest #health @bacp @ukcp_updates @ayanayaccredit1 @ncs_media @babcp @mentalhealth @therapists_c,"['justtalk2019', 'invest', 'health', 'bacp', 'ukcp_updates', 'ayanayaccredit1', 'ncs_media', 'babcp', 'mentalhealth', 'therapists_c']"
exploringUcoun,RT @JustTalk2019: Invest in your #health @BACP @UKCP_Updates @AyanayAccredit1 @ncs_media @BABCP @mentalhealth @Therapists_C https://t.co/ak…,2020-06-08 21:12:22,"England, United Kingdom",@justtalk2019: invest #health @bacp @ukcp_updates @ayanayaccredit1 @ncs_media @babcp @mentalhealth @therapists_c,"['justtalk2019', 'invest', 'health', 'bacp', 'ukcp_updates', 'ayanayaccredit1', 'ncs_media', 'babcp', 'mentalhealth', 'therapists_c']"
JustTalk2019,Invest in your #health @BACP @UKCP_Updates @AyanayAccredit1 @ncs_media @BABCP @mentalhealth @Therapists_C https://t.co/uC3Q5JNuxm,2020-06-08 21:11:45,United Kingdom,invest #health @bacp @ukcp_updates @ayanayaccredit1 @ncs_media @babcp @mentalhealth @therapists_c,"['invest', 'health', 'bacp', 'ukcp_updates', 'ayanayaccredit1', 'ncs_media', 'babcp', 'mentalhealth', 'therapists_c']"
JustTalk2019,Invest in your #health @BACP @UKCP_Updates @AyanayAccredit1 @ncs_media @BABCP @mentalhealth @Therapists_C https://t.co/Ph4eqVIHwu,2020-06-08 21:11:07,United Kingdom,invest #health @bacp @ukcp_updates @ayanayaccredit1 @ncs_media @babcp @mentalhealth @therapists_c,"['invest', 'health', 'bacp', 'ukcp_updates', 'ayanayaccredit1', 'ncs_media', 'babcp', 'mentalhealth', 'therapists_c']"
JustTalk2019,Invest in your #health @BACP @UKCP_Updates @AyanayAccredit1 @ncs_media @BABCP @mentalhealth @Therapists_C https://t.co/akIXWagt9D,2020-06-08 21:10:29,United Kingdom,invest #health @bacp @ukcp_updates @ayanayaccredit1 @ncs_media @babcp @mentalhealth @therapists_c,"['invest', 'health', 'bacp', 'ukcp_updates', 'ayanayaccredit1', 'ncs_media', 'babcp', 'mentalhealth', 'therapists_c']"
JustTalk2019,Invest in your #health @BACP @UKCP_Updates @AyanayAccredit1 @ncs_media @BABCP @mentalhealth @Therapists_C https://t.co/nR6VwzgKFW,2020-06-08 21:09:35,United Kingdom,invest #health @bacp @ukcp_updates @ayanayaccredit1 @ncs_media @babcp @mentalhealth @therapists_c,"['invest', 'health', 'bacp', 'ukcp_updates', 'ayanayaccredit1', 'ncs_media', 'babcp', 'mentalhealth', 'therapists_c']"
Essex_Carers,"RT @AdviceCitizens: Looking after your mental health while working during the coronavirus outbreak - advice from @mentalhealth 
https://t.c…",2020-06-08 20:43:20,,@advicecitizens: looking mental health working coronavirus outbreak - advice @mentalhealth,"['advicecitizens', 'looking', 'mental', 'health', 'working', 'coronavirus', 'outbreak', 'advice', 'mentalhealth']"
